Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,sentiment,clean_text,transformer_pred
283942,B002W9C9GK,A3SLIIG4S2BQ5U,Anne,1,1,5,1337904000,"If you are watching your weight, don't break this seal","You know how shortbread can frequently be boring?  Patterson's does a nice ""finger style"" and Royal Edinburgh does the very best petticoat tails, so it is helpful to only open these when you are sharing or just don't break the seal on the package in the first place--they are nicely crunchy without being too crumbly, and really nice flavor so the little devils call out to you when they are in the house.  Better than I bake on my own--and I have had practice!",positive,you know how shortbread can frequently be boring patterson s does a nice finger style and royal edinburgh does the very best petticoat tails so it is helpful to only open these when you are sharing or just don t break the seal on the package in the first place they are nicely crunchy without being too crumbly and really nice flavor so the little devils call out to you when they are in the house better than i bake on my own and i have had practice,positive
558346,B001KTA03C,A11VYJMQ228LU9,lee wa.,0,0,5,1348272000,husband loves,"My husband has done nothing but complain since I purchased our Kurig,he did not like any of the coffee until I purchased the Green Mountain Double Black Diamond. He really likes it as it has bold flavor and no watery taste. As for myself, I prefer milder coffee, I can even reuse the Double Black Diamond for myself. But my real favorite is the Lake and Lodge.",positive,my husband has done nothing but complain since i purchased our kurig he did not like any of the coffee until i purchased the green mountain double black diamond he really likes it as it has bold flavor and no watery taste as for myself i prefer milder coffee i can even reuse the double black diamond for myself but my real favorite is the lake and lodge,positive
64109,B000ITUEDQ,A3CMCO096MI3TT,"Bonnie ""Bonnie""",1,1,5,1185753600,quick lunch,These little cans of tuna spread are great for a snack or the start of a quick lunch.  The flavor and texture are good.  Keep a few of these cans and some crackers in your desk and you'll be set for those busy days at work.,positive,these little cans of tuna spread are great for a snack or the start of a quick lunch the flavor and texture are good keep a few of these cans and some crackers in your desk and you ll be set for those busy days at work,positive
54173,B0007OPYLE,A2ULMNO8LD1FZ2,M. Morris,2,3,5,1156377600,Love those Zots,"Had tried to find these at local candy stores, and was told that they were having a hard time locating them.  These guys had many types of candy that are labled ""Hard to find"".  We received product earlier than expected, and in perfect condition.",positive,had tried to find these at local candy stores and was told that they were having a hard time locating them these guys had many types of candy that are labled hard to find we received product earlier than expected and in perfect condition,negative
25313,B000MDCDOG,A1FWFCJU2G7TRA,KDMask,0,0,5,1280793600,So Yummy!!,"I bought this tuna when it was on sale to try on a salad. I was hoping to jazz it up a bit from regular tuna. This is really, really GOOD stuff. You can peel the can open easily, so it's great to take to work or in the car for a snack when traveling. My husband loves them too--we make sandwiches and bruschetta all the time. Great for Panini. Handy and yummy, and worth the price.",positive,i bought this tuna when it was on sale to try on a salad i was hoping to jazz it up a bit from regular tuna this is really really good stuff you can peel the can open easily so it s great to take to work or in the car for a snack when traveling my husband loves them too we make sandwiches and bruschetta all the time great for panini handy and yummy and worth the price,positive
285169,B001E5E3JY,A3E71J5PIU0Q04,Abdul Gaffar Syed,2,3,1,1323648000,Bitter!,"Agreed that it is zero calories sugar, but the last I remember, sugar was supposed to be sweet not bitter! I tried it for about a week in all different things using the recommended drops/serving. It just made everything bitter.",negative,agreed that it is zero calories sugar but the last i remember sugar was supposed to be sweet not bitter i tried it for about a week in all different things using the recommended drops serving it just made everything bitter,negative
239453,B0000CDBPX,A1HESTPTT368QC,Mo,1,1,5,1341619200,Great product,"This seasoning tastes delicious on every kind of meat. We've used it on red meat, chicken, and even salmon. Getting the 24oz can is definitely worth it because this seasoning should be used liberally. I have no negative comments about this product. Give it a try!",positive,this seasoning tastes delicious on every kind of meat we ve used it on red meat chicken and even salmon getting the oz can is definitely worth it because this seasoning should be used liberally i have no negative comments about this product give it a try,positive
373811,B004WTHCO2,A1SCC0GAW58OT2,KillerKarrots,1,2,1,1343001600,Metal in Food!!!!!!!!,I was really excited when I received this as a gift. My husband and I both have food allergies so I was planning on making our own baby food and the Beabe Babaycook seemed perfect!<br /><br />At first it was great. I loved being able to steam and then puree in one machine and I didn't mind the small portions because I am not a huge fan of leftovers. So the fact that we would get only 4 servings a time was no big deal.<br /><br />We have used the machine 5 times. 5. And we followed the care instructions to the letter.<br /><br />Imagine my surprise when we discovered small metal shavings in the food! The only things we had cooked in the machine were Sweat Potatoes and Peas.... Nothing that should cause the blade to chip! The only thing used to get the food out was a rubber spatula. We discovered metal in the food when our microwave was arching while heating up a serving of sweet potatoes! (24 sec power level 5)<br /><br />DO NOT BUY! SERIOUSLY!<br /><br />This machine is a hazard!,negative,i was really excited when i received this as a gift my husband and i both have food allergies so i was planning on making our own baby food and the beabe babaycook seemed perfect at first it was great i loved being able to steam and then puree in one machine and i didn t mind the small portions because i am not a huge fan of leftovers so the fact that we would get only servings a time was no big deal we have used the machine times and we followed the care instructions to the letter imagine my surprise when we discovered small metal shavings in the food the only things we had cooked in the machine were sweat potatoes and peas nothing that should cause the blade to chip the only thing used to get the food out was a rubber spatula we discovered metal in the food when our microwave was arching while heating up a serving of sweet potatoes sec power level do not buy seriously this machine is a hazard,positive
80770,B004INAQMM,A2HZBHOBGSICRN,I LUV AMAZON,0,0,4,1339459200,Another Cottie conumdrum,"(ASIN: B004INAQMM)  Well, here we have white fish, with Cottie's beloved cheddar cheese.  But his consumption of it is not on par with that for the tuna, not by a cat's whisker or any other measure you care to use.<br />I do not understand it.  I have fed him white fish with a myriad of other foods, including fish and shellfish, and he has usually devoured them, one and all.  But not this!  The only thing I can know for sure is that he knows it isn't tuna, which is the food he expects to experience with cheddar.<br />Cottie will eat it if very hungry, but not with the same gusto.  I need to make an attempt to find something special to put in it so he will enjoy it more than he does now.  Does anyone have any ideas for me?<br />Your takeaway is, this is a super Fancy Feast flavor, most cats will love it, but mine is a shtoonk.",positive,asin b inaqmm well here we have white fish with cottie s beloved cheddar cheese but his consumption of it is not on par with that for the tuna not by a cat s whisker or any other measure you care to use i do not understand it i have fed him white fish with a myriad of other foods including fish and shellfish and he has usually devoured them one and all but not this the only thing i can know for sure is that he knows it isn t tuna which is the food he expects to experience with cheddar cottie will eat it if very hungry but not with the same gusto i need to make an attempt to find something special to put in it so he will enjoy it more than he does now does anyone have any ideas for me your takeaway is this is a super fancy feast flavor most cats will love it but mine is a shtoonk,negative
12896,B004U7QZ4Y,A3IAFW4FCX2HR9,JOANNE FISHER,0,0,5,1338249600,Tazo Tea,"The tea is delicious...has a natural sweetness to it and has no caffeine. It is a bit pricey, but cheaper than buying it at Starbucks drive up.",positive,the tea is delicious has a natural sweetness to it and has no caffeine it is a bit pricey but cheaper than buying it at starbucks drive up,positive
348351,B003GS3VQ8,A1W24MD82BCD89,Patricia Lissade,0,0,4,1271980800,Great Healthy Snack,"I picked Sahale cashews with pomegranate at a Starbuck's after coming from the gym. They are so tasty, not too sweet but sweet enough. I was delighted to be able to order them on Amazon. They are a bit pricey, but come out cheaper when you buy them in bulk vs. buying single packets in local stores. I will buy them again.",positive,i picked sahale cashews with pomegranate at a starbuck s after coming from the gym they are so tasty not too sweet but sweet enough i was delighted to be able to order them on amazon they are a bit pricey but come out cheaper when you buy them in bulk vs buying single packets in local stores i will buy them again,positive
456604,B000EDM8FS,A1EOF8G4QS49V2,jaypeeswife,0,0,5,1341273600,Will Definitely Buy Again!,"I ran out of the nutritional yeast that I got at the store and decided to try Bob's Red Mill brand.  I was a little nervous to buy a pack of four, but since it could be frozen I decided to take the plunge.  I received my order in about 2 days (yeah Amazon!) and I already had a recipe that I was ready to try it with...Vegan Mac and Cheeze.  Nothing like jumping in with both feet to test out a new product!  I was very happy with the results.  The recipe turned out exactly as described and the Bob's Red Mill Nutritional yeast tasted fantastic.  My 3 year old son LOVED it and repeatedly said ""Yum, I like the cheesy noodles!"" For someone that is relatively new to being vegan, this is a great product for taste and also to get that illusive B12 into my diet.<br /><br />Pros:<br />  1. Great tasting (I add to salads, soups, noodles, etc.)<br />  2. Easy to use (The 8oz. packages allow you to use a little at a time and freeze the rest)<br />  3. Good source of vitamin B12 for vegans<br />  4. Good quality (I have always been happy with products from Bob's)<br /><br />Not-So-Pros:<br />  1. Flakes are a little larger than other brands (this isn't a huge deal and I knew this ahead of time since it is called ""large flake yeast"")<br /><br />I will definitely keep this on my ""Subscribe and Save"" list!",positive,i ran out of the nutritional yeast that i got at the store and decided to try bob s red mill brand i was a little nervous to buy a pack of four but since it could be frozen i decided to take the plunge i received my order in about days yeah amazon and i already had a recipe that i was ready to try it with vegan mac and cheeze nothing like jumping in with both feet to test out a new product i was very happy with the results the recipe turned out exactly as described and the bob s red mill nutritional yeast tasted fantastic my year old son loved it and repeatedly said yum i like the cheesy noodles for someone that is relatively new to being vegan this is a great product for taste and also to get that illusive b into my diet pros great tasting i add to salads soups noodles etc easy to use the oz packages allow you to use a little at a time and freeze the rest good source of vitamin b for vegans good quality i have always been happy with products from bob s not so pros flakes are a little larger than other brands this isn t a huge deal and i knew this ahead of time since it is called large flake yeast i will definitely keep this on my subscribe and save list,positive
188951,B001E0TBA0,A30VESJC65X8W3,"J. Ruckman ""Books are the Greatest""",9,9,5,1178668800,Peaceful LIfe,"This is the absolutely best product. I have spent lots of money trying many different products to relax and calm me. The very first time I used it I could tell a huge difference. It relaxes me during the day so I don't feel stressed out. When I take it at night, I sleep great. When my shoulders and neck are tight and tense I take it and it relaxes them. I think this product is expensive...but it is SO worth it.",positive,this is the absolutely best product i have spent lots of money trying many different products to relax and calm me the very first time i used it i could tell a huge difference it relaxes me during the day so i don t feel stressed out when i take it at night i sleep great when my shoulders and neck are tight and tense i take it and it relaxes them i think this product is expensive but it is so worth it,positive
204294,B000FZV432,AJHZOKK6Y4LME,"D.W. ""tv-watching history buff""",1,1,5,1286496000,Fun and tasty,"I disagree with other reviews that call this mushy. It cooked perfectly fine for me, but I followed the directions: brought water to a boil, and then cooked for 3 minutes. I served this with little tomatoes and asparagus (the red and green really popped against the black). One thing: it smelled a little fishy (?) when I strained it. However it tasted fine. We did not get a strong squid ink flavor.",positive,i disagree with other reviews that call this mushy it cooked perfectly fine for me but i followed the directions brought water to a boil and then cooked for minutes i served this with little tomatoes and asparagus the red and green really popped against the black one thing it smelled a little fishy when i strained it however it tasted fine we did not get a strong squid ink flavor,negative
134990,B004HOQE64,A1C46Y4XMS31EX,Troy Minor,2,2,5,1298332800,Addictive!,"I love wasabi....and these almonds are AWESOME!  They taste better than any other ""flavor enhanced"" almonds on the market.",positive,i love wasabi and these almonds are awesome they taste better than any other flavor enhanced almonds on the market,positive
359390,B007M832YY,ADAASOYZ1TOMW,"SammySosa21 ""sammysosa21""",33,35,5,1211414400,Fantastic chips!!!,"I want to start out by saying that i thought at first that a bag with only 120 calories and 4 grams of fat (no saturated or trans) for every 20 chips was going to taste like crap. I must say that not only was i wrong, that this is my favorite BBQ chip on the market today. They are light and you cannot taste any fat or grease after eating them. That's because they aren't baked or fried, just popped as their name suggests. These chips are very easy to dip as well. FANTASTIC PRODUCT!",positive,i want to start out by saying that i thought at first that a bag with only calories and grams of fat no saturated or trans for every chips was going to taste like crap i must say that not only was i wrong that this is my favorite bbq chip on the market today they are light and you cannot taste any fat or grease after eating them that s because they aren t baked or fried just popped as their name suggests these chips are very easy to dip as well fantastic product,negative
282149,B000E1ZUQO,A120JZI582VFIU,Kelsey,9,9,5,1150588800,an amazingly tasty and healthy snack,"My daughter has celiac and cannot eat gluten or dairy.  She can't eat most of the snacks she likes.  However, when I bought these, she absoluely loved them, plus they're healthy and inexpensive!  It can't get any better than that!",positive,my daughter has celiac and cannot eat gluten or dairy she can t eat most of the snacks she likes however when i bought these she absoluely loved them plus they re healthy and inexpensive it can t get any better than that,positive
306347,B000VK6TKO,AHW33LYPMQ8DB,Scarlett,7,7,5,1247529600,"""Best Canned Cat Food"", says cat.  :)","This is the only food my cat will eat.  She is very picky.  Since eating this better, organic food exclusively, she has had much better health.  (She is quite an old cat.)  For some reason the ""Turkey Formula"" flavor is her favorite.  If I try out a different food, she runs up and down the hallway yelling, until I give her ""Newman's Own"" canned (turkey flavor) food again.  (I never try out new foods with her anymore.)  :)  Must be good stuff!  BTW:  I also add in fresh organic greens and green powders for her too.  She loves it!",positive,this is the only food my cat will eat she is very picky since eating this better organic food exclusively she has had much better health she is quite an old cat for some reason the turkey formula flavor is her favorite if i try out a different food she runs up and down the hallway yelling until i give her newman s own canned turkey flavor food again i never try out new foods with her anymore must be good stuff btw i also add in fresh organic greens and green powders for her too she loves it,negative
352792,B002R8LYWQ,A3GUVVFT1MMI3Z,Bruce Donham,0,0,5,1311120000,An Excellent treat for your cats,"My cats loved the treats and gobbled them up right away.  They really enjoyed the treat, I had to hide them or one of my cats would  bat them down to the floor, and try to get into them.",positive,my cats loved the treats and gobbled them up right away they really enjoyed the treat i had to hide them or one of my cats would bat them down to the floor and try to get into them,positive
14619,B0032BXUJM,ADXNU7PKWB4M0,Jeremiah,1,1,4,1316995200,"Strong, but slightly acidic","Arrived on time.  The flavor comes through, which is important when using a K-cup.  It is bold, and sometimes slighly acidic.  It doesn't taste as smooth as the Newman's Bold.",positive,arrived on time the flavor comes through which is important when using a k cup it is bold and sometimes slighly acidic it doesn t taste as smooth as the newman s bold,negative
426427,B000I62E82,A3KD25QWG3VYK4,ddsharper,0,0,5,1345420800,love these berries,"Wonderful, privately owned company that I've been dealing with for years. always want to support that dying breed of business, trying to survive in the age of corporate takeovers. The product came on time, just like promised. yummy. Need the potassium and other nutrients so abundant in berries.",positive,wonderful privately owned company that i ve been dealing with for years always want to support that dying breed of business trying to survive in the age of corporate takeovers the product came on time just like promised yummy need the potassium and other nutrients so abundant in berries,positive
116637,B002YJ0118,AZE6K11FYN4O3,Patricia Bray,0,2,1,1350086400,Product has changed and now tastes just like microwave popcorn,"I tried this product about 2 years ago and it was just like movie theatre popcorn at that time but since that time, they must have changed the product and now tastes more like a microwave popcorn that lacks flavor.  The packaging has changed to include a separate salt/butter flavor compartment and the oil is now a liquid instead of a solid. Very disappointed in this product and sadly I now have 23 packets remaining.",negative,i tried this product about years ago and it was just like movie theatre popcorn at that time but since that time they must have changed the product and now tastes more like a microwave popcorn that lacks flavor the packaging has changed to include a separate salt butter flavor compartment and the oil is now a liquid instead of a solid very disappointed in this product and sadly i now have packets remaining,negative
49567,B001E5E268,A1V1I97UQ82WK4,gagunter,0,0,5,1328918400,Great Decaffeinated Chai,"My wife drinks 4-5 cups of hot decaf chai every week.  We found the decaf version of any brand was hard to find in local stores, so I went to my trusty Amazon and found this product.  It tastes good, she can drink at night with no sleep problems and we've ordered it regularly from Amazon over the past year and a half.",positive,my wife drinks cups of hot decaf chai every week we found the decaf version of any brand was hard to find in local stores so i went to my trusty amazon and found this product it tastes good she can drink at night with no sleep problems and we ve ordered it regularly from amazon over the past year and a half,positive
3370,B005K4Q1VI,A1SK9O1C7KOLMH,"Thomas A. Juarez ""Tom""",0,0,5,1326067200,Great!,"I bought this mostly because i wanted the peppermint hot cocoa, but i fell in love with the milk chocolate one.  The peppermint was pretty good as well...good cocoa!!!",positive,i bought this mostly because i wanted the peppermint hot cocoa but i fell in love with the milk chocolate one the peppermint was pretty good as well good cocoa,positive
530275,B00176MMZM,A1V6O2RSDOCYBO,fragglish,1,1,5,1339113600,Yummy,Anyone who love chai lattes but not the huge calorie in take from coffee shop versions will love this.  It tastes just as wonderful and is a soothing treat on cold nights.  Highly recommended!,positive,anyone who love chai lattes but not the huge calorie in take from coffee shop versions will love this it tastes just as wonderful and is a soothing treat on cold nights highly recommended,positive
23590,B001EO7GYY,A32V0V36E5JSTQ,coffeelover,5,5,5,1174694400,Excellent coffee,I've been using this product for some time.  It's not bitter and makes a great cup of coffee.,positive,i ve been using this product for some time it s not bitter and makes a great cup of coffee,positive
531095,B001D0IZBW,A2ACBBJ8LD27KY,"T. Davi ""picky purchaser""",0,0,4,1249516800,Timothy's decaf K-cup,My wife and I have tried several of the K-cups and found this to be one of the best decaf products available.  The emerils jazzed up decaf is our favorite but this is very good too.,positive,my wife and i have tried several of the k cups and found this to be one of the best decaf products available the emerils jazzed up decaf is our favorite but this is very good too,positive
88347,B001MBTNUE,A165ME21JE98VF,A. Greene,0,0,5,1329004800,Great Valentine's Day Decorations!,These decorations are perfect for whatever you are making for Valentine's Day!  Sprinkle them on cupcakes or cookies.  Dip pretzels in chocolate and sprinkle the chocolate before it cools.  Can be used year round for a fun sparkle of pink/red on your desserts.,positive,these decorations are perfect for whatever you are making for valentine s day sprinkle them on cupcakes or cookies dip pretzels in chocolate and sprinkle the chocolate before it cools can be used year round for a fun sparkle of pink red on your desserts,positive
246634,B003DNL9TC,A38RE3ZUP3X53Y,Bill,0,0,5,1343520000,Great drink,The low calories is just a bonus..great tasting too. I bring a botlle of this with me to work every day.,positive,the low calories is just a bonus great tasting too i bring a botlle of this with me to work every day,positive
526520,B007PA30TG,A7K55EQ7IVBFC,D. P. Corbett,0,0,2,1329177600,Disappointed,We have ordered this coffee on several occasions and have been happy with the it.  The most recent order seemed lacking in quality.  It was bitter and disappointing.,negative,we have ordered this coffee on several occasions and have been happy with the it the most recent order seemed lacking in quality it was bitter and disappointing,negative
53797,B000KFY5RO,ANFJYYQ0P35CW,Chris Jaronsky,6,6,5,1240012800,"By far, one of the best mustards in the world!","I love this product.  I grew up using this mustard but then moved to another area where it was not carried by the local supermarkets.  Then I found it again, and life is good.<br /><br />My wife is a yellow mustard person, and dislikes any of the spicy brown mustards I usually eat.  But when I found Kosciusko mustard again just recently I was raving about it so much she actually tried it.  And said she liked it.  Then two weeks ago I walked into the kitchen and found her making herself a sandwich and she was using the Kosciusko's!  I was shocked!  I started to make fun of her, asking if she grabbed the wrong mustard by mistake.  She said she likes it.<br /><br />Imagine that, all those years of living in a drab, unexciting existence using plain old yellow mustard, and she has finally seen the light.  I am so proud.<br /><br />Thank you Kosciusko Mustard Company.<br /><br />PS: There is only one problem I can see with your product.  It only comes in a 9 ounce jar.  That is not nearly big enough.  At the moment I have one half used jar in the fridge, and two unopened back-up jars in the pantry.  Please start selling it in a larger jar.",positive,i love this product i grew up using this mustard but then moved to another area where it was not carried by the local supermarkets then i found it again and life is good my wife is a yellow mustard person and dislikes any of the spicy brown mustards i usually eat but when i found kosciusko mustard again just recently i was raving about it so much she actually tried it and said she liked it then two weeks ago i walked into the kitchen and found her making herself a sandwich and she was using the kosciusko s i was shocked i started to make fun of her asking if she grabbed the wrong mustard by mistake she said she likes it imagine that all those years of living in a drab unexciting existence using plain old yellow mustard and she has finally seen the light i am so proud thank you kosciusko mustard company ps there is only one problem i can see with your product it only comes in a ounce jar that is not nearly big enough at the moment i have one half used jar in the fridge and two unopened back up jars in the pantry please start selling it in a larger jar,positive
103639,B000IMLJ46,A1UP81S8OCJASL,"A. Dominguez ""A.""",3,3,5,1264377600,great,"This is very high qulity pop corn, I recomend it.  Almost all kernels pop and they are a crisp white when they pop.  Very healthy and yummy, I have tried almost all of them.",positive,this is very high qulity pop corn i recomend it almost all kernels pop and they are a crisp white when they pop very healthy and yummy i have tried almost all of them,positive
253916,B003VKR0EU,A1M8P6DPTG6AJ6,Katie,0,1,3,1322697600,It was alright...,"I'm sure for other babies this works out, but my nine month old daughter was switched to this from Good Start Gentle at eight months thanks to WIC and it's been a nightmare ever since. She has absolutely awful gas, she shrieks in pain because of it. We're switching back to Good Start because it worked much better for her.<br /><br />I gave Enfamil a three because different forumlas work for different babies. The product itself isn't terrible, just my daughter's reaction to it was. Also the new packaging is annoying.",neutral,i m sure for other babies this works out but my nine month old daughter was switched to this from good start gentle at eight months thanks to wic and it s been a nightmare ever since she has absolutely awful gas she shrieks in pain because of it we re switching back to good start because it worked much better for her i gave enfamil a three because different forumlas work for different babies the product itself isn t terrible just my daughter s reaction to it was also the new packaging is annoying,negative
485217,B00292BMMM,A2DWUD4QEHSOI7,robertadavis,0,2,2,1345507200,Don't last,"My dogs are 12 LB, they love to chew, I thought I would try these StarMark, I bought a 2 pack medium, didn't even last a day. SAVE YOUR MONEY!!!<br />I need to buy Thick bully sticks they last about a week. (Where and when I can find Thick Bulky sticks at a inexpensive price)",negative,my dogs are lb they love to chew i thought i would try these starmark i bought a pack medium didn t even last a day save your money i need to buy thick bully sticks they last about a week where and when i can find thick bulky sticks at a inexpensive price,negative
52071,B0009YUI6I,ABUL0WH1PNP5X,Marlene M. Peterson,0,1,5,1329696000,Amazon sent the wrong item,Amazon sent the chicken and brown rice by mistake.  I'm old and disabled.  I can't mail it back and get the chicken and regular rice.  It's too heavy for me to deal with.  What a disappointment.  But I still gave it all 5 stars because this brand of dry cat food is excellent even though Amazon sent the wrong kind.  Epilogue.  Amazon kindly sent me a refund.  All's well.  The problem is that Blue Buffalo doesn't clearly label their products on the bag. You have to read the ingredients and look at the color of the bag to figure out what you have.,positive,amazon sent the chicken and brown rice by mistake i m old and disabled i can t mail it back and get the chicken and regular rice it s too heavy for me to deal with what a disappointment but i still gave it all stars because this brand of dry cat food is excellent even though amazon sent the wrong kind epilogue amazon kindly sent me a refund all s well the problem is that blue buffalo doesn t clearly label their products on the bag you have to read the ingredients and look at the color of the bag to figure out what you have,positive
163709,B002ZJTX16,A3S0X1B0U4HPQ1,"Sue A. Sanders ""Susie""",0,0,2,1222128000,Cookie chips were not very tasty,Chips Ahoy cookies were not very tasty.  My children and husband would not eat them.  I tried to give them away and everyone refused.,negative,chips ahoy cookies were not very tasty my children and husband would not eat them i tried to give them away and everyone refused,negative
370848,B003NZHOQ2,AJD0X7ZQGXZ3Y,Benjamin,0,0,5,1328832000,Clif never lets me down,"This crunch granola bar is on par with every other product from Clif.  It is, as the name would imply, very crunch and extremely delicious.  My favorite granola bar was Nature Valley, but this definitely took the cake.  Simply put, it's delicious.",positive,this crunch granola bar is on par with every other product from clif it is as the name would imply very crunch and extremely delicious my favorite granola bar was nature valley but this definitely took the cake simply put it s delicious,positive
324655,B0015AWU7U,A3MZQLCG60SE42,V.Vu,0,1,5,1305158400,5 Stars for the product- Not so great for the seller,"I love these pops and like others have scoured the earth to find them. These pops satisfy my caramel apple cravings... They taste better than the real thing imo. I'm very happy to be able to purchase these on Amazon anytime of the year.<br /><br />Note: If you're going to buy these pops from Penguin, be forewarned they may come previously melted and deformed as mine did.  Be sure to contact Amazon if they come deformed.",positive,i love these pops and like others have scoured the earth to find them these pops satisfy my caramel apple cravings they taste better than the real thing imo i m very happy to be able to purchase these on amazon anytime of the year note if you re going to buy these pops from penguin be forewarned they may come previously melted and deformed as mine did be sure to contact amazon if they come deformed,positive
381627,B005WWYY2Q,A1FPSHX2XVP8SN,MooMoo,10,11,1,1321488000,Very Displeased,"I bought these chocolate frogs as part of a surprise gift for someone and needless to say I am very disappointed in the size of the chocolate frogs. Way too small! Even for the price of both packs together, it should have been a third of the listing price because they are so small. I didn't get to open the packaging yet to see what the cards inside look like because it's a gift for someone else. I'd rather have waited to go to the HP Theme park and purchased a chocolate frog from there. The shipping charge was over priced considering the packages were not that heavy. Overall very displeased.",negative,i bought these chocolate frogs as part of a surprise gift for someone and needless to say i am very disappointed in the size of the chocolate frogs way too small even for the price of both packs together it should have been a third of the listing price because they are so small i didn t get to open the packaging yet to see what the cards inside look like because it s a gift for someone else i d rather have waited to go to the hp theme park and purchased a chocolate frog from there the shipping charge was over priced considering the packages were not that heavy overall very displeased,negative
301637,B001LN4IZS,A3PLQCQIC8WPQY,Charlie Mann,0,0,5,1334880000,Excellent,This treat is outstanding. It is not cloyingly sweet and has a great orange flavor.<br />I am not a big chocolate fan but I enjoy this very much. Make sure to really give<br />it a good thump on a solid surface to separate the segments.,positive,this treat is outstanding it is not cloyingly sweet and has a great orange flavor i am not a big chocolate fan but i enjoy this very much make sure to really give it a good thump on a solid surface to separate the segments,positive
343208,B000WFEN74,A1R23D4PAYSLFH,"Martha Powers ""Martha Powers""",0,0,5,1294531200,Grain-free Wellness is the key to good health,Our 3 cats will all eat this flavor of Wellness (a miracle in itself!) and I insist on them having it because we have a 12-year-old diabetic cat who should not have the cheap carbohydrates that are in cheap foods.,positive,our cats will all eat this flavor of wellness a miracle in itself and i insist on them having it because we have a year old diabetic cat who should not have the cheap carbohydrates that are in cheap foods,positive
330570,B0015V5JMM,A2N3IE8MF51YIK,Jeff H. Kaufman,0,0,5,1351036800,An addictive candy,"What can you say about a product that is delicious, addictive and reasonably priced. Well, Krapelien & Holm did not steer us wrong with the Licorice cats. They are like no other ones you can buy in Trader Joe's, Whole Foods or specialty candy shops. This product is wonderful, tasty and addictive. If you like cats and licorice, you will love this product. You will not find a better price or quality anywhere else.",positive,what can you say about a product that is delicious addictive and reasonably priced well krapelien holm did not steer us wrong with the licorice cats they are like no other ones you can buy in trader joe s whole foods or specialty candy shops this product is wonderful tasty and addictive if you like cats and licorice you will love this product you will not find a better price or quality anywhere else,positive
159973,B0006DQDPW,AOY1WN1Z3SQCV,T. Mars,10,10,1,1316995200,Basket with stale food,"I had purchased this basket of goodies to give my bf for our 2nd year anniversary. The basket was beautifully presented, but the food items in it was OLD and Nasty. The crackers were stale and so was everything else. He said that the only thing good about it was the cheese...but what can you eat from that basket with that cheese??",negative,i had purchased this basket of goodies to give my bf for our nd year anniversary the basket was beautifully presented but the food items in it was old and nasty the crackers were stale and so was everything else he said that the only thing good about it was the cheese but what can you eat from that basket with that cheese,negative
427872,B008FHUFAU,A1KRIW6DIL5DPM,M. Noack,1,1,4,1243987200,disappointing,"You may be wondering what is disappointing about a four star coffee.... This is a better than average brew, reasonably strong while not bitter (so no robusto beans), but the flavour, if ""intense,"" it is not particularly rich. If you love Timothy's Rainforest Espresso & Parisian Nights, this coffee is not in the same league. It is similar to Green Mountain's bold roasts.",positive,you may be wondering what is disappointing about a four star coffee this is a better than average brew reasonably strong while not bitter so no robusto beans but the flavour if intense it is not particularly rich if you love timothy s rainforest espresso parisian nights this coffee is not in the same league it is similar to green mountain s bold roasts,negative
401755,B000BLMWCM,A1CTDT8769N6IF,"Habanera ""HAV""",1,1,5,1199404800,The Best,"My dogs, 4 doxies and a Yorkie had been on Wellness, Innova, Canidae, and Evangers, when I try this food they want to eat all the time and eat it all, My Yorkie is only 3 lbs and very ficniky eater, never more since I am feeding them Artemis small breed adult.<br />Top of the line food. The best in the market today",positive,my dogs doxies and a yorkie had been on wellness innova canidae and evangers when i try this food they want to eat all the time and eat it all my yorkie is only lbs and very ficniky eater never more since i am feeding them artemis small breed adult top of the line food the best in the market today,positive
505374,B001PMDYXW,A1PTPE899WLMP7,S. Platt,2,2,5,1332028800,Super high quality for the ones you love,"Besides the fact that it's the only food my fussy bunch of four agree they like...there are other reasons why I love Newman's Own. Check the label.  The first, and most abundant ingredient is organic turkey.  In fact, ALL of the ingredients are organic.  When others pets were sadly dying from contaminated food connected to China, I could rest assured my cats were OK.  Again, check the label...Newman's Own meets the nutritional levels established by the AAFCO...a factor my vet cautioned me on when I went looking for a high quality food. Finally, I buy it because Paul & Nell Newman produce a great line of products.  If you want to treat yourself, pick up a package of Newman's Own Organic Cookies.  It doesn't matter if you go for the Newman O's or the Orange Chocolate Chip Cookies...they're all terrific.",positive,besides the fact that it s the only food my fussy bunch of four agree they like there are other reasons why i love newman s own check the label the first and most abundant ingredient is organic turkey in fact all of the ingredients are organic when others pets were sadly dying from contaminated food connected to china i could rest assured my cats were ok again check the label newman s own meets the nutritional levels established by the aafco a factor my vet cautioned me on when i went looking for a high quality food finally i buy it because paul nell newman produce a great line of products if you want to treat yourself pick up a package of newman s own organic cookies it doesn t matter if you go for the newman o s or the orange chocolate chip cookies they re all terrific,negative
